,true,pred
1140,gender,other_cyberbullying
1141,gender,gender
1142,religion,religion
1143,gender,not_cyberbullying
1144,age,age
1145,religion,religion
1146,gender,gender
1147,gender,gender
1148,religion,religion
1149,gender,gender
1150,not_cyberbullying,other_cyberbullying
1151,gender,gender
1152,other_cyberbullying,not_cyberbullying
1153,ethnicity,ethnicity
1154,religion,religion
1155,gender,gender
1156,religion,religion
1157,age,age
1158,religion,religion
1159,not_cyberbullying,not_cyberbullying
1160,gender,gender
1161,not_cyberbullying,other_cyberbullying
1162,gender,gender
1163,gender,gender
1164,religion,religion
1165,not_cyberbullying,not_cyberbullying
1166,ethnicity,ethnicity
1167,religion,religion
1168,not_cyberbullying,not_cyberbullying
1169,not_cyberbullying,not_cyberbullying
1170,religion,religion
1171,gender,gender
1172,religion,religion
1173,religion,religion
1174,age,age
1175,ethnicity,ethnicity
1176,other_cyberbullying,gender
1177,other_cyberbullying,gender
1178,age,age
1179,religion,religion
1180,gender,gender
1181,gender,gender
1182,ethnicity,ethnicity
1183,age,age
1184,gender,gender
1185,ethnicity,ethnicity
1186,not_cyberbullying,gender
1187,not_cyberbullying,not_cyberbullying
1188,not_cyberbullying,not_cyberbullying
1189,religion,religion
1190,age,age
1191,age,age
1192,gender,not_cyberbullying
1193,ethnicity,ethnicity
1194,religion,religion
1195,ethnicity,ethnicity
1196,other_cyberbullying,other_cyberbullying
1197,age,age
1198,ethnicity,ethnicity
1199,ethnicity,ethnicity
1200,other_cyberbullying,other_cyberbullying
1201,gender,gender
1202,not_cyberbullying,not_cyberbullying
1203,gender,gender
1204,religion,religion
1205,religion,religion
1206,gender,gender
1207,gender,not_cyberbullying
1208,religion,religion
1209,ethnicity,ethnicity
1210,religion,religion
1211,age,age
1212,not_cyberbullying,not_cyberbullying
1213,not_cyberbullying,religion
1214,religion,religion
1215,religion,religion
1216,age,age
1217,religion,religion
1218,other_cyberbullying,other_cyberbullying
1219,age,age
1220,not_cyberbullying,not_cyberbullying
1221,other_cyberbullying,other_cyberbullying
1222,age,age
1223,religion,religion
1224,religion,religion
1225,not_cyberbullying,religion
1226,age,age
1227,ethnicity,ethnicity
1228,age,age
1229,gender,gender
1230,ethnicity,ethnicity
1231,gender,gender
1232,not_cyberbullying,not_cyberbullying
1233,age,age
1234,other_cyberbullying,other_cyberbullying
1235,gender,gender
1236,age,age
1237,ethnicity,ethnicity
1238,ethnicity,ethnicity
1239,not_cyberbullying,not_cyberbullying
1240,religion,religion
1241,not_cyberbullying,not_cyberbullying
1242,age,age
1243,religion,religion
1244,ethnicity,ethnicity
1245,other_cyberbullying,gender
1246,religion,religion
1247,gender,not_cyberbullying
1248,not_cyberbullying,not_cyberbullying
1249,age,age
1250,ethnicity,ethnicity
1251,religion,religion
1252,religion,religion
1253,religion,religion
1254,ethnicity,ethnicity
1255,age,age
1256,ethnicity,ethnicity
1257,age,age
1258,religion,religion
1259,religion,religion
1260,religion,religion
1261,age,age
1262,age,age
1263,not_cyberbullying,not_cyberbullying
1264,gender,gender
1265,ethnicity,ethnicity
1266,religion,religion
1267,religion,religion
1268,religion,religion
1269,religion,religion
1270,gender,not_cyberbullying
1271,ethnicity,ethnicity
1272,not_cyberbullying,not_cyberbullying
1273,religion,religion
1274,religion,religion
1275,not_cyberbullying,not_cyberbullying
1276,not_cyberbullying,gender
1277,not_cyberbullying,not_cyberbullying
1278,gender,gender
1279,religion,religion
1280,religion,religion
1281,gender,gender
1282,not_cyberbullying,not_cyberbullying
1283,religion,religion
1284,religion,religion
1285,not_cyberbullying,not_cyberbullying
1286,ethnicity,ethnicity
1287,ethnicity,ethnicity
1288,age,age
1289,ethnicity,ethnicity
1290,other_cyberbullying,not_cyberbullying
1291,other_cyberbullying,other_cyberbullying
1292,religion,religion
1293,not_cyberbullying,not_cyberbullying
1294,religion,other_cyberbullying
1295,other_cyberbullying,other_cyberbullying
1296,religion,religion
1297,religion,religion
1298,religion,religion
1299,gender,gender
1300,age,age
1301,other_cyberbullying,not_cyberbullying
1302,not_cyberbullying,not_cyberbullying
1303,gender,gender
1304,other_cyberbullying,gender
1305,ethnicity,ethnicity
1306,not_cyberbullying,not_cyberbullying
1307,gender,other_cyberbullying
1308,other_cyberbullying,other_cyberbullying
1309,gender,gender
1310,not_cyberbullying,not_cyberbullying
1311,religion,religion
1312,ethnicity,ethnicity
1313,religion,religion
1314,age,age
1315,religion,religion
1316,not_cyberbullying,not_cyberbullying
1317,age,age
1318,gender,gender
1319,ethnicity,ethnicity
1320,age,age
1321,other_cyberbullying,other_cyberbullying
1322,ethnicity,ethnicity
1323,not_cyberbullying,religion
1324,age,age
1325,religion,religion
1326,religion,religion
1327,ethnicity,ethnicity
1328,gender,gender
1329,other_cyberbullying,not_cyberbullying
1330,ethnicity,ethnicity
1331,religion,religion
1332,not_cyberbullying,not_cyberbullying
1333,gender,gender
1334,ethnicity,ethnicity
1335,religion,religion
1336,other_cyberbullying,other_cyberbullying
1337,gender,not_cyberbullying
1338,religion,religion
1339,age,age
1340,age,age
1341,gender,gender
1342,not_cyberbullying,religion
1343,religion,religion
1344,gender,gender
1345,other_cyberbullying,not_cyberbullying
1346,gender,gender
1347,gender,not_cyberbullying
1348,not_cyberbullying,not_cyberbullying
1349,other_cyberbullying,other_cyberbullying
1350,not_cyberbullying,not_cyberbullying
1351,not_cyberbullying,other_cyberbullying
1352,age,not_cyberbullying
1353,not_cyberbullying,not_cyberbullying
1354,age,age
1355,other_cyberbullying,other_cyberbullying
1356,not_cyberbullying,not_cyberbullying
1357,other_cyberbullying,other_cyberbullying
1358,not_cyberbullying,not_cyberbullying
1359,religion,religion
1360,other_cyberbullying,gender
1361,religion,religion
1362,gender,other_cyberbullying
1363,religion,religion
1364,age,age
1365,religion,religion
1366,religion,religion
1367,not_cyberbullying,not_cyberbullying
1368,ethnicity,ethnicity
1369,ethnicity,ethnicity
1370,other_cyberbullying,other_cyberbullying
1371,not_cyberbullying,gender
1372,other_cyberbullying,other_cyberbullying
1373,other_cyberbullying,other_cyberbullying
1374,religion,religion
1375,gender,gender
1376,other_cyberbullying,other_cyberbullying
1377,gender,gender
1378,ethnicity,ethnicity
1379,age,age
1380,age,age
1381,age,age
1382,not_cyberbullying,other_cyberbullying
1383,age,age
1384,not_cyberbullying,not_cyberbullying
1385,not_cyberbullying,not_cyberbullying
1386,religion,religion
1387,religion,religion
1388,ethnicity,ethnicity
1389,age,age
1390,age,age
1391,religion,religion
1392,other_cyberbullying,other_cyberbullying
1393,not_cyberbullying,not_cyberbullying
1394,religion,religion
1395,religion,religion
1396,gender,other_cyberbullying
1397,not_cyberbullying,not_cyberbullying
1398,ethnicity,ethnicity
1399,not_cyberbullying,not_cyberbullying
1400,religion,religion
1401,ethnicity,ethnicity
1402,religion,religion
1403,age,age
1404,religion,religion
1405,age,age
1406,religion,religion
1407,gender,gender
1408,religion,religion
1409,ethnicity,ethnicity
1410,religion,religion
1411,age,age
1412,gender,gender
1413,ethnicity,ethnicity
1414,not_cyberbullying,other_cyberbullying
1415,age,age
1416,religion,religion
1417,gender,gender
1418,gender,gender
1419,not_cyberbullying,not_cyberbullying
1420,ethnicity,ethnicity
1421,gender,gender
1422,other_cyberbullying,other_cyberbullying
1423,religion,religion
1424,not_cyberbullying,not_cyberbullying
1425,gender,gender
1426,other_cyberbullying,other_cyberbullying
1427,ethnicity,ethnicity
1428,gender,gender
1429,not_cyberbullying,not_cyberbullying
1430,gender,gender
1431,ethnicity,ethnicity
1432,religion,religion
1433,religion,religion
1434,age,age
1435,not_cyberbullying,other_cyberbullying
1436,gender,gender
1437,not_cyberbullying,gender
1438,ethnicity,ethnicity
1439,not_cyberbullying,other_cyberbullying
1440,age,age
1441,age,age
1442,religion,religion
1443,age,age
1444,age,age
1445,religion,religion
1446,ethnicity,other_cyberbullying
1447,age,age
1448,other_cyberbullying,other_cyberbullying
1449,religion,religion
1450,not_cyberbullying,other_cyberbullying
1451,gender,gender
1452,not_cyberbullying,other_cyberbullying
1453,ethnicity,ethnicity
1454,religion,religion
1455,religion,religion
1456,other_cyberbullying,other_cyberbullying
1457,not_cyberbullying,other_cyberbullying
1458,gender,gender
1459,other_cyberbullying,other_cyberbullying
1460,ethnicity,ethnicity
1461,other_cyberbullying,gender
1462,religion,religion
1463,ethnicity,ethnicity
1464,ethnicity,ethnicity
1465,other_cyberbullying,not_cyberbullying
1466,not_cyberbullying,not_cyberbullying
1467,gender,gender
1468,not_cyberbullying,age
1469,not_cyberbullying,other_cyberbullying
1470,gender,gender
1471,religion,religion
1472,ethnicity,ethnicity
1473,ethnicity,ethnicity
1474,ethnicity,ethnicity
1475,gender,gender
1476,ethnicity,ethnicity
1477,gender,gender
1478,not_cyberbullying,not_cyberbullying
1479,ethnicity,ethnicity
1480,ethnicity,ethnicity
1481,gender,gender
1482,not_cyberbullying,not_cyberbullying
1483,ethnicity,ethnicity
1484,religion,religion
1485,gender,gender
1486,other_cyberbullying,other_cyberbullying
1487,age,age
1488,other_cyberbullying,not_cyberbullying
1489,ethnicity,ethnicity
1490,gender,not_cyberbullying
1491,ethnicity,ethnicity
1492,gender,not_cyberbullying
1493,age,age
1494,age,age
1495,ethnicity,ethnicity
1496,gender,gender
1497,not_cyberbullying,other_cyberbullying
1498,not_cyberbullying,not_cyberbullying
1499,religion,religion
1500,gender,not_cyberbullying
1501,age,age
1502,ethnicity,ethnicity
1503,gender,gender
1504,religion,religion
1505,religion,religion
1506,religion,religion
1507,not_cyberbullying,not_cyberbullying
1508,other_cyberbullying,other_cyberbullying
1509,religion,religion
1510,age,age
1511,ethnicity,ethnicity
1512,religion,religion
1513,age,age
1514,not_cyberbullying,religion
1515,age,age
1516,gender,other_cyberbullying
1517,age,age
1518,age,age
1519,other_cyberbullying,not_cyberbullying
1520,age,age
1521,gender,other_cyberbullying
1522,ethnicity,ethnicity
1523,other_cyberbullying,other_cyberbullying
1524,gender,gender
1525,ethnicity,ethnicity
1526,age,age
1527,age,age
1528,religion,religion
1529,gender,gender
1530,religion,religion
1531,gender,gender
1532,age,age
1533,religion,other_cyberbullying
1534,age,age
1535,not_cyberbullying,not_cyberbullying
1536,age,age
1537,age,age
1538,not_cyberbullying,not_cyberbullying
1539,gender,gender
1540,ethnicity,ethnicity
1541,other_cyberbullying,other_cyberbullying
1542,ethnicity,ethnicity
1543,other_cyberbullying,other_cyberbullying
1544,ethnicity,ethnicity
1545,ethnicity,ethnicity
1546,not_cyberbullying,not_cyberbullying
1547,other_cyberbullying,other_cyberbullying
1548,religion,religion
1549,other_cyberbullying,not_cyberbullying
1550,gender,gender
1551,not_cyberbullying,religion
1552,ethnicity,ethnicity
1553,religion,religion
1554,ethnicity,ethnicity
1555,age,age
1556,age,age
1557,religion,other_cyberbullying
1558,gender,gender
1559,religion,religion
1560,religion,religion
1561,not_cyberbullying,gender
1562,age,age
1563,gender,gender
1564,religion,religion
1565,age,age
1566,gender,gender
1567,religion,religion
1568,ethnicity,ethnicity
1569,gender,gender
1570,religion,religion
1571,ethnicity,ethnicity
1572,ethnicity,ethnicity
1573,other_cyberbullying,gender
1574,religion,religion
1575,gender,gender
1576,ethnicity,ethnicity
1577,gender,gender
1578,other_cyberbullying,other_cyberbullying
1579,religion,religion
1580,other_cyberbullying,other_cyberbullying
1581,not_cyberbullying,not_cyberbullying
1582,other_cyberbullying,other_cyberbullying
1583,religion,religion
1584,other_cyberbullying,not_cyberbullying
1585,age,age
1586,ethnicity,ethnicity
1587,age,age
1588,gender,not_cyberbullying
1589,age,age
1590,religion,religion
1591,age,age
1592,religion,religion
1593,other_cyberbullying,other_cyberbullying
1594,not_cyberbullying,gender
1595,age,age
1596,other_cyberbullying,other_cyberbullying
1597,gender,gender
1598,gender,gender
1599,ethnicity,ethnicity
1600,religion,religion
1601,not_cyberbullying,not_cyberbullying
1602,age,age
1603,age,age
1604,religion,religion
1605,gender,gender
1606,gender,gender
1607,religion,religion
1608,ethnicity,ethnicity
1609,gender,gender
1610,ethnicity,ethnicity
1611,gender,gender
1612,other_cyberbullying,not_cyberbullying
1613,ethnicity,other_cyberbullying
1614,age,age
1615,ethnicity,ethnicity
1616,not_cyberbullying,not_cyberbullying
1617,religion,religion
1618,religion,religion
1619,gender,gender
1620,religion,religion
1621,religion,religion
1622,gender,religion
1623,religion,religion
1624,ethnicity,ethnicity
1625,age,age
1626,other_cyberbullying,other_cyberbullying
1627,not_cyberbullying,not_cyberbullying
1628,not_cyberbullying,not_cyberbullying
1629,religion,religion
1630,age,age
1631,ethnicity,ethnicity
1632,other_cyberbullying,not_cyberbullying
1633,gender,gender
1634,religion,religion
1635,age,age
1636,age,age
1637,gender,gender
1638,not_cyberbullying,religion
1639,not_cyberbullying,not_cyberbullying
1640,religion,religion
1641,gender,gender
1642,gender,gender
1643,gender,gender
1644,gender,gender
1645,age,age
1646,age,age
1647,ethnicity,ethnicity
1648,ethnicity,ethnicity
1649,ethnicity,ethnicity
1650,other_cyberbullying,other_cyberbullying
1651,not_cyberbullying,not_cyberbullying
1652,religion,religion
1653,other_cyberbullying,other_cyberbullying
1654,other_cyberbullying,not_cyberbullying
1655,age,age
1656,religion,religion
1657,ethnicity,ethnicity
1658,gender,gender
1659,gender,gender
1660,religion,religion
1661,other_cyberbullying,age
1662,ethnicity,ethnicity
1663,ethnicity,ethnicity
1664,ethnicity,ethnicity
1665,religion,religion
1666,religion,religion
1667,age,age
1668,age,age
1669,religion,religion
1670,ethnicity,ethnicity
1671,religion,religion
1672,religion,religion
1673,age,age
1674,gender,gender
1675,age,age
1676,not_cyberbullying,not_cyberbullying
1677,ethnicity,ethnicity
1678,other_cyberbullying,other_cyberbullying
1679,other_cyberbullying,other_cyberbullying
1680,gender,gender
1681,gender,gender
1682,religion,religion
1683,not_cyberbullying,not_cyberbullying
1684,age,age
1685,other_cyberbullying,not_cyberbullying
1686,other_cyberbullying,not_cyberbullying
1687,age,age
1688,not_cyberbullying,not_cyberbullying
1689,ethnicity,ethnicity
1690,age,age
1691,gender,gender
1692,age,age
1693,age,age
1694,gender,gender
1695,ethnicity,ethnicity
1696,ethnicity,ethnicity
1697,gender,gender
1698,age,age
1699,religion,religion
1700,age,age
1701,religion,religion
1702,religion,religion
1703,not_cyberbullying,not_cyberbullying
1704,gender,gender
1705,age,age
1706,religion,religion
1707,gender,gender
1708,age,age
1709,gender,other_cyberbullying
1710,gender,not_cyberbullying
1711,not_cyberbullying,not_cyberbullying
1712,not_cyberbullying,not_cyberbullying
1713,gender,gender
1714,religion,religion
1715,age,age
1716,age,age
1717,other_cyberbullying,other_cyberbullying
1718,other_cyberbullying,other_cyberbullying
1719,not_cyberbullying,not_cyberbullying
1720,age,age
1721,gender,gender
1722,ethnicity,ethnicity
1723,other_cyberbullying,other_cyberbullying
1724,religion,religion
1725,other_cyberbullying,other_cyberbullying
1726,age,age
1727,other_cyberbullying,other_cyberbullying
1728,gender,gender
1729,religion,religion
1730,ethnicity,ethnicity
1731,ethnicity,ethnicity
1732,gender,gender
1733,not_cyberbullying,religion
1734,age,age
1735,not_cyberbullying,not_cyberbullying
1736,not_cyberbullying,not_cyberbullying
1737,not_cyberbullying,not_cyberbullying
1738,religion,religion
1739,not_cyberbullying,not_cyberbullying
1740,not_cyberbullying,not_cyberbullying
1741,age,age
1742,age,age
1743,religion,not_cyberbullying
1744,age,age
1745,other_cyberbullying,other_cyberbullying
