,tweet_text,cyberbullying_type,lang,score,y,tweet_length
12661,"IT CALLS THE FUNCTION TO THE PROCESS OR IT GE…
Only punk ass low self esteem punks call strong knowledgeable females bitches. As long as she is a good one you wuss that is all that matters.
@LourenzoJeanbs @britneyspears @jamielynnspears This kid bashes gays and jokes about rape. Is this the kind of fan that makes you proud?
RT @JamesAltoft I'm not sexist, but any other driver would just drive not stop every 2 seconds when an open lane is to your left!
Racist jokes rape jokes gay jokes are all PUNCHING DOWN bcuz all r at the expense of the groups with less power
*insert racist joke* Nigga niggas: hahaha it's funny bc it's ironic. *insert joke about homosexuals* gay niggas: oh golly that's a hoot. *insert incest joke* many niggas: what classic jest *insert rape jok- sensitive niggas: :/ shut the fuck up you sicko.
@chsfword Name 3 prominent feminists, please.  No Google.
Annie, the reason why Lloyd hasn't proposed yet is because he is gay. Really gay. #mkr
The weird like the only jokes hes made in the 8 made have all revolved around using the words 'gay' 'rape' 'faggot' and other explatives.""",gender,en,0.9999963670481954,1,1116
12714,"Does it really surprise you that the masters of hypocrisy (the left) don't really stand for anything? The godless left loves calling Christians fake & say we ""disrespect LGBT"" but then they make gay rape jokes; &amp; also bitch about concentration camps that only exist in their head.",gender,en,0.9999970263262892,1,284
12851,"https://www.youtube.com/watch?v=n3yH85bOH3g &lt;--- He thinks this is funny for openers. He openly mocks rape victims like @AshleyJudd. He, for some unfathomable reason, fears LGBTQ people as if he might catch being gay somehow. He's an Islamophobe, sexist, misogynist racist. All verifiable facts.",gender,en,0.9999966136542956,1,298
12899,"And now, now for something totally different, but important. https://www.theatlantic.com/magazine/archive/2020/01/the-miseducation-of-the-american-boy/603046/ The Miseducation of the American Boy Why boys crack up at rape jokes, think having a girlfriend is “gay,” and still can’t cry—and why we need to give them new and better models of masculinity",gender,en,0.9999980077145202,1,350
12920,"I read a bit of the controversial novel that gave rm vicarious satisfaction & I’m appalled. It was all explicit violent rape &amp; extreme misogyny. But people only care about the gay sex “namjoon gay” jokes when this book is the epitome of horrific violence, abuse &amp; rape of women.",gender,en,0.9999982962384084,1,286
12956,"I generally had fun, but my graduating class was a total anomaly of decent people. Not very cliquey, no bullying (that anyone let slide). But, the 2000s in general? The humor was almost purely: slut shaming, trans jokes, gay jokes, rape jokes. Watch comedy from the time &amp; cringe",gender,en,0.9999968985526924,1,283
12979,You think I’m a victim? That’s a joke. By your own logic this should be my reply to you. Your party ally’s itself with a people that want to destroy western civilization enslave women and throw gays off rooftops and rape women for some imagined slights but you love women &amp; gays?,gender,en,0.9999966068438192,1,283
13004,"That would be *Ken* Starr, lately Baylor's Chancellor of Rape. Since media-waterboarding Lewinsky: defended expelling a student for making a pot joke, defending Blackwater for murder, defended persecuting gays, defended Epstein's and Kloman's pedophilia, https://en.wikipedia.org/wiki/Ken_Starr#Post&#x2013;independent_counsel_activities",gender,en,0.8571398452059883,1,337
13159,"The GOP, Trump turn any flaw in legit arguments to Fake News! & issues of PC..then real rape &amp; sick womanizing this president does gets less attention &amp; seriousness! I didn’t complain about every gay joke I got as a kid..only the stuff worth fightin &amp; won Marriage RIGHTS FAST!",gender,en,0.9999968905660702,1,289
13182,#lesbian teacher at the height of #Section28 stomached plenty of #homophobia &amp; #lesbophobia not to mention the casual #misogyny &amp; #rape jokes of gay &amp; bisexual men has had a LOT of practice at forgiveness... #Patrick really I had credited you with better sense. @DRCquaker,gender,en,0.8571406986480433,1,284
13191,"Al Franken on Rob Reiner and gay pedo rings in Hollywood After joking about Carl Reiner having inappropriate boundaries with his baby son Rob, Franken goes on to joke about Carl inviting ""his famous friends"" in Hollywood to rape his child-aged son. https://akinokure.blogspot.com/2017/06/al-franken-on-rob-reiner-and-gay-pedo.html",gender,en,0.999995315560941,1,330
13268,"Matthew Bell, general secretary of the Bracton Law Society, no longer needed at Hill Dickinson LLP law firm because of homophobic, racist and sexist slurs such as “rape is funny”, “gay marriage should be illegal”, and “blacks are useless tree ornaments.” https://www.rawstory.com/2018/03/law-student-job-offer-revoked-posting-rpe-funny-racist-comments-online/",gender,en,0.9999977697108018,1,359
13318,"If anyone thinks Comedy Fight Club is racist allow me to clarify We are also sexist, anti-Semitic, anti-white, homophobic, fatphobic, transphobic, ableist, ageist, microaggressive, macroaggressive, rape apologist, pedophile apologist, victim blaming, anti-Trump, anti-woke, &amp; gay",gender,en,0.9999976167985132,1,283
13499,"WHAT? men can get raped! but, bc of the stigmas & ignorance behind it men don’t speak up... all of those women in the video are TRASH! the same thing y’all do to men who talk & act on it should happen to those women. find their twitter/fb.. gay rumors &amp; rape jokes aren’t funny.",gender,en,0.99999605739292,1,282
13522,"Miley Cyrus makes 'date rape joke' onstage at London's GAY, REAL TALK http://news.google.com/news/url?sa=t&amp;fd=R&amp;ct2=uk&amp;usg=AFQjCNFuO7eWlwJsTnOjYowrQHxh7oh6ww&amp;clid=c3a7d30bb8a4878e06b80cf16b898331&amp;cid=52778500212294&amp;ei=gP5wU_CNC4XwggeG5wE&amp;url=http://www.nme.com/news/miley-cyrus/77257",gender,en,0.9999969530765282,1,311
13718,"Gay men earn more than women. Are less likely to be a victim of rape or domestic violence than women. I anticipate women’s history month, awareness tweets on; ending Violence against women &amp; girls, street harassment, voyeurism, hidden cameras, upskirting &amp; sexist comments..",gender,en,0.9999955790339986,1,282
13776,"Miley Cyrus shocks fans with date-rape 'joke' at GAY London gig, REAL TALK http://news.google.com/news/url?sa=t&amp;fd=R&amp;ct2=uk&amp;usg=AFQjCNEz3D0PiKafiJUUbJJfvE1thsuLWg&amp;clid=c3a7d30bb8a4878e06b80cf16b898331&amp;cid=52778500212294&amp;ei=t5twU9CsIMWngAesMA&amp;url=http://www.gigwise.com/news/90896/miley-cyrus-shocks-fans-with-date-rape-joke-at-g-a-y-london-gig",gender,en,0.9999960024859742,1,371
14054,"@ufcpride40: : Terry Bean, prominent gay activist and MAJOR Obama and Dem donor indicted for child rape. Surprised? POTUS? What a Joke.
#TWEET !!! RT @Mastos_TM: Same way you don't find the death jokes funny, some people didn't find your Rape, Aids, Gay etc. jokes funny..
if you call women “bitches” or “females”, i’m automatically gonna assume you’re a misogynist idc if you’re a woman either, we don’t do that here.
tea but all I’m sayin is gay jokes or rape jokes (etc) aren’t jokes .........
Okay but these are the exact people who got Vic fired for the exact same thing they’re doing. He made a harmless jellybean joke and got fired because it wasn't acceptable. These people are making rape, incest, and gay jokes, yet it's acceptable? Take a seat, young Skywalker. https://twitter.com/DragonBallBLK/status/1167515746676760579
@Mr_Fanta_Pants: How long until Kat heats up her crack pipe over the BBQ? #MKR think she already has, crazy bitch
I think I would have just liked the OJ stories. All the rape joke/gay superhero shit made me switch the fuck off.
@LeoKikiLady89 I respect your use of Sprinkles Are For Winners.
I just don't understand why being depressed/suicidal is glorified, gay is used as an insult, and rape"" is either a fabrication or a joke",gender,en,0.9999968880559156,1,1270
14085,"HOLLYWOOD, THE MEDIA ARE DISGUSTING. THE MEDIA DOES GAY PRISON RAPE JOKES ABOUT STONE, EVEN WORSE ONES ABOUT CATHOLIC SCHOOL CHILDREN, YOUNG MEN! WATCH: Bill Maher attacks Covington Catholic students in disgusting tirade, 'jokes' about pedophilia https://www.theblaze.com/news/maher-covington-students-disgusting-tirade",gender,en,0.9999969337085166,1,319
14127,"Finally, sexist jokes. Yes, the research shows that exposure to sexist humor, particularly related to sexual assault (rape jokes), can increase men’s aggression towards women and their self-reported willingness to rape a woman. Studies listed here: https://xyonline.net/books/bibliography/27-violence-and-responses-violence/b-violence-including-sexual-violence-and-5",gender,en,0.9999950995810544,1,366
14280,"I'm waiting for them to go after Seth McFarland, of Family Guy & American Dad. The shows are full of jokes hostile to women, minorities, Jews, girls, gays. No one is safe. MANY related to child molestation &amp; rape. McFarland is a loyal 'woke' lefty, so he's been safe. So far. https://twitter.com/NolteNC/status/1021751920569077761",gender,en,0.9999961233815742,1,334
14324,"Okay but how many fucked up jokes on Twitter have you commented on?? When they joked about Demi's addiction, Korea bombing us? Do you call out men who joke about rape &amp; homophobic people who ""joke"" about killing their children if they're gay?? Or only when it's about men &amp; guns?",gender,en,0.9999968945669302,1,287
14349,But I think junk that u r born through Halala pl check Ur DNA bcz u people marry Ur chacheri mamaeri phuphurei sister how can u mentain this is ur actual face &amp; lastly the result is HALALAA . Abdul am I right HV u guts to say anything about Islamic Terrorism no bcz they r Ur com,religion,en,0.9999965490423072,2,283
14353,To RESTRICT Jihadis-Terrorists CONSPIRING Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity&gt; their r RAKSHAK Hindus-Hindusthanis to PROTECT Maa Bharati BUT always backstabbed by Aalsi-Laalchi-Secular-Ignorant-Selfish HINDUS&gt;Before JIHADIS&gt;ELIMINATE them,religion,en,0.9999972893443568,2,288
14411,"Jay, you support a Democrat Party that persecute Christians/Jews &amp; aligns with radical Islam. Jesus Christ would liken the Democrat Party to the Pharisees (brood of vipers).Worry about the log in your eye,rather than the speck in mine, as I’m supporting 45 who protects Christians",religion,en,0.9999960157905006,2,284
14424,"I m talking about India & injustice and dictatorship going on there ... escalating since a decade + Pakistan is not a problem for me... they seem to go through a positive issue on human rights &amp; Peace policy... We have seen their goodwill with AsiaBibi, christian woman's case !",religion,en,0.999997777259218,2,282
14481,"Brilliantly said!! So-called Christians are evil, hateful, radical, religious frauds. They've hijacked Christianity as a mask to hide their deplorable hearts &amp; minds. Evilgelicals, Baptists, Catholics etc who support the Orange Antichrist don't follow Christ's teachings. Period.",religion,en,0.9999960219754852,2,283
